userid,pwd,email,displayName
enhtbmbjazrkizx,69768770108,enhtbmbjazrkizx@campus.fct.unl.pt,"enhtbmbjazrkizx"
kxflnxsvhbkoecv,5695388948,kxflnxsvhbkoecv@campus.fct.unl.pt,"kxflnxsvhbkoecv"
fgvjmwngwgdjcic,819910652121,fgvjmwngwgdjcic@campus.fct.unl.pt,"fgvjmwngwgdjcic"
btwdtlhivkfleer,471245311893,btwdtlhivkfleer@campus.fct.unl.pt,"btwdtlhivkfleer"
ktsejwyppyalsnj,76103987760,ktsejwyppyalsnj@campus.fct.unl.pt,"ktsejwyppyalsnj"
svqennhtixprqpd,126106998053,svqennhtixprqpd@campus.fct.unl.pt,"svqennhtixprqpd"
orzvdkyntivwole,35336672126,orzvdkyntivwole@campus.fct.unl.pt,"orzvdkyntivwole"
dtdjeuymuigstji,8444494199,dtdjeuymuigstji@campus.fct.unl.pt,"dtdjeuymuigstji"
yrzevsectockdam,72439892118,yrzevsectockdam@campus.fct.unl.pt,"yrzevsectockdam"
sayhdvnqtsepikj,751101164243,sayhdvnqtsepikj@campus.fct.unl.pt,"sayhdvnqtsepikj"
nhozwzyuumchapn,1009012111061,nhozwzyuumchapn@campus.fct.unl.pt,"nhozwzyuumchapn"
bmsfikitahtalsh,11092125114124,bmsfikitahtalsh@campus.fct.unl.pt,"bmsfikitahtalsh"
tpnmtffehgxwpno,1108788124117,tpnmtffehgxwpno@campus.fct.unl.pt,"tpnmtffehgxwpno"
cezfzltqdmnfgsh,89121436652,cezfzltqdmnfgsh@campus.fct.unl.pt,"cezfzltqdmnfgsh"
wgtuyishstybmsa,646511334100,wgtuyishstybmsa@campus.fct.unl.pt,"wgtuyishstybmsa"
hljtukhfumbgnkd,76423974101,hljtukhfumbgnkd@campus.fct.unl.pt,"hljtukhfumbgnkd"
jlqslvuijgsppms,381046912351,jlqslvuijgsppms@campus.fct.unl.pt,"jlqslvuijgsppms"
ovfybvvmfsfqdxx,431264110234,ovfybvvmfsfqdxx@campus.fct.unl.pt,"ovfybvvmfsfqdxx"
lhtymxmogkxksgk,8155453436,lhtymxmogkxksgk@campus.fct.unl.pt,"lhtymxmogkxksgk"
mloffozgruxubgc,87601154975,mloffozgruxubgc@campus.fct.unl.pt,"mloffozgruxubgc"
sxdishycfewfsur,491236510233,sxdishycfewfsur@campus.fct.unl.pt,"sxdishycfewfsur"
lxapodojoisgbkb,711129099105,lxapodojoisgbkb@campus.fct.unl.pt,"lxapodojoisgbkb"
hmgzojrzvqfygve,10511011734125,hmgzojrzvqfygve@campus.fct.unl.pt,"hmgzojrzvqfygve"
zkezlvwmjmmhrop,49645483123,zkezlvwmjmmhrop@campus.fct.unl.pt,"zkezlvwmjmmhrop"
qhfzvoljkcysbmv,53427359111,qhfzvoljkcysbmv@campus.fct.unl.pt,"qhfzvoljkcysbmv"
mrudkezqkaaldad,4088994666,mrudkezqkaaldad@campus.fct.unl.pt,"mrudkezqkaaldad"
cpegoivweskqixy,98122619694,cpegoivweskqixy@campus.fct.unl.pt,"cpegoivweskqixy"
mvsiiwvsqejqxwx,7888847383,mvsiiwvsqejqxwx@campus.fct.unl.pt,"mvsiiwvsqejqxwx"
ytjawehfjywgbhq,12697909671,ytjawehfjywgbhq@campus.fct.unl.pt,"ytjawehfjywgbhq"
ymbamssltytwwnb,89718710892,ymbamssltytwwnb@campus.fct.unl.pt,"ymbamssltytwwnb"
pwzoogeooarvunj,4852784665,pwzoogeooarvunj@campus.fct.unl.pt,"pwzoogeooarvunj"
fuvqbgxnvijavew,65335636103,fuvqbgxnvijavew@campus.fct.unl.pt,"fuvqbgxnvijavew"
tihubpnqbzsakti,12292878453,tihubpnqbzsakti@campus.fct.unl.pt,"tihubpnqbzsakti"
jpdhgajqjgqxfce,565068112108,jpdhgajqjgqxfce@campus.fct.unl.pt,"jpdhgajqjgqxfce"
vbincjezojgeqmx,39110984996,vbincjezojgeqmx@campus.fct.unl.pt,"vbincjezojgeqmx"
ohbzjenbhyyaozc,8410862122115,ohbzjenbhyyaozc@campus.fct.unl.pt,"ohbzjenbhyyaozc"
oidfwnejtkhiuty,1039412311790,oidfwnejtkhiuty@campus.fct.unl.pt,"oidfwnejtkhiuty"
etbtyijngagrrtt,8088574333,etbtyijngagrrtt@campus.fct.unl.pt,"etbtyijngagrrtt"
lrrplbwrmsngmdt,5442503699,lrrplbwrmsngmdt@campus.fct.unl.pt,"lrrplbwrmsngmdt"
rwoyiddimmdvjph,108773711957,rwoyiddimmdvjph@campus.fct.unl.pt,"rwoyiddimmdvjph"
bgbyesnwdwccsei,72119625444,bgbyesnwdwccsei@campus.fct.unl.pt,"bgbyesnwdwccsei"
hzsczektuuhpknm,586749117115,hzsczektuuhpknm@campus.fct.unl.pt,"hzsczektuuhpknm"
